Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,TimeInterpolation,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable,Interpolant
907e5feb-1135-453c-8d9a-c3a28147d896,"['!(min_hits_higher_threshold & any_sample_below_deferral)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",2.91738422,1.6745990000000002,2.7400728400000003,4,d8035745-f30e-4ae7-af7a-566b150944d4,1,True,False,N/A,N/A,False,0.007109433000000109,0.001988135999999585,N/A,N/A,0.009519242999999733,9,8.169399999946592e-05,0.16385953600000036,0.1556932489999996,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf5 & min_hits_higher_threshold__Sf5)
4fe052f7-3454-465c-b515-eaa7d4da6344,"['!(all_samples_above_deferral & min_above_auditing_threshold)', '!(all_samples_above_deferral & min_hits_higher_threshold)', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",3.09912669,1.857760421,2.9261827530000004,4,1f62d184-958c-4308-b76e-528779e1e68c,1,True,False,N/A,N/A,False,0.006395927999999884,0.0018690069999998116,N/A,N/A,0.009116484000000646,9,7.855299999981469e-05,0.16034863100000063,0.15337457999999948,True,N/A,N/A,N/A,1,0,(all_samples_above_deferral__Sf6 & min_above_auditing_threshold__Sf6)
3bc93d9c-5dae-4b1c-ada0-ae990fdcde4f,"['!(all_samples_above_deferral & min_hits_higher_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",3.2676177220000002,1.8577901749999999,3.107911469,4,1f62d184-958c-4308-b76e-528779e1e68c,2,True,False,N/A,N/A,False,0.0063474060000006105,0.0018912489999998172,N/A,N/A,0.007218828000000066,5,0.00010576800000006159,0.14872189999999996,0.14035676900000027,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf2 & min_hits_higher_threshold__Sf2)
d2a30ec4-53f0-4f8a-86be-52d537e771fe,"['!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",3.4427848090000004,2.036045247,3.2763616169999996,5,30c6335c-2683-49f0-8efe-0a774643a2d7,2,True,False,N/A,N/A,False,0.006404715000000394,0.001767257000000022,N/A,N/A,0.007335959999999808,5,9.211500000017026e-05,0.14152248999999983,0.13345696799999995,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf0 & min_hits_higher_threshold__Sf0)
9382f8bd-a46f-4b93-95e6-493cb3dd38d0,"['!(min_hits_higher_threshold & any_sample_below_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))']",3.614486529,2.036072934,3.4502867279999996,5,30c6335c-2683-49f0-8efe-0a774643a2d7,1,True,False,N/A,N/A,False,0.005305530000000225,0.0016836219999998292,N/A,N/A,0.008394705000000613,9,9.382999999996144e-05,0.1521549809999998,0.14415451899999976,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf7 & min_hits_higher_threshold__Sf7)
09a646e4-f988-44a8-8fc4-7fdb33cfc46d,"['!(min_above_auditing_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))']",3.7941262520000003,2.219670812,3.6243237489999998,5,062e51fc-1779-4b78-b6e6-ae82bd03bb47,2,True,False,N/A,N/A,False,0.007553600999999688,0.0016334310000001295,N/A,N/A,0.006419882000000321,5,0.00010853499999985416,0.15994563199999945,0.15022088900000075,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf0 & min_hits_higher_threshold__Sf0)
ca6ab91d-ad2e-4d39-b864-bc72ba649ca3,"['!(all_samples_above_deferral & min_above_auditing_threshold)', '!(min_hits_higher_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))']",3.972085941,2.388307217,3.803207793,5,a1860e27-bb60-4e57-8b92-5448f95de18f,1,True,False,N/A,N/A,False,0.006521580000000249,0.0018752539999997708,N/A,N/A,0.007996355999999594,9,9.660100000008498e-05,0.15739191800000008,0.14966309600000027,True,N/A,N/A,N/A,1,0,(all_samples_above_deferral__Sf8 & min_above_auditing_threshold__Sf8)
779a5920-597c-4c20-acbe-892f2c81a798,"['!(min_hits_higher_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))']",4.140190882000001,2.3883335650000004,3.980969029,5,a1860e27-bb60-4e57-8b92-5448f95de18f,2,True,False,N/A,N/A,False,0.006590469999999904,0.0016526680000001903,N/A,N/A,0.0065309860000004605,5,0.00011055100000056939,0.14890427899999992,0.14038583300000074,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf0 & min_hits_higher_threshold__Sf0)
afd88f67-ed64-4573-8ec6-1c59207d4d6a,"['!(all_samples_above_deferral & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(any_sample_below_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",4.3140855380000005,2.557464163,4.149307143,5,2b3bb498-a148-47f6-8df3-9d7a2df61f4c,2,True,False,N/A,N/A,False,0.006302482000000609,0.002130076999999453,N/A,N/A,0.006625745000000016,5,0.00010236500000004867,0.1540491829999997,0.14337370500000013,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf3 & min_hits_higher_threshold__Sf3)
a9798f5b-69c1-4ac0-871d-571ffe578864,"['!(all_samples_above_deferral & min_above_auditing_threshold)', '!(any_sample_below_deferral & min_hits_higher_threshold)', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",4.4941876050000005,2.5574909470000002,4.322128244,5,2b3bb498-a148-47f6-8df3-9d7a2df61f4c,1,True,False,N/A,N/A,False,0.005908658999999261,0.0014744079999999826,N/A,N/A,0.007691608000000016,9,7.886400000067795e-05,0.15975883499999988,0.15275346499999998,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf7 & min_hits_higher_threshold__Sf7)
91f6ba0e-e4c1-4c54-ad40-ef16efd7123f,"['G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))', 'G(!(min_hits_higher_threshold & initial_score_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",4.656962118999999,2.730063204,4.501728884,5,0f0051f7-e5db-4a90-9c4c-1b53f062ca55,2,True,False,N/A,N/A,False,0.0052501859999996014,0.0017459710000000683,N/A,N/A,0.006340620999999658,5,9.974300000070713e-05,0.14519028700000014,0.1365466830000006,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf2 & initial_score_above_deferral__Sf2)
9050935b-bc19-40a6-a951-6a6c2631a32c,"['!(min_hits_higher_threshold & initial_score_above_deferral)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",4.847782918,2.7300932669999995,4.664942734,5,0f0051f7-e5db-4a90-9c4c-1b53f062ca55,1,True,False,N/A,N/A,False,0.005652474999999768,0.001629005999999933,N/A,N/A,0.01446986100000025,9,8.569600000019051e-05,0.16465607199999965,0.15704682999999964,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf7 & min_hits_higher_threshold__Sf7)
5b2a4c0f-f27e-4d4c-a9c3-ca710d77ef37,"['!(min_hits_higher_threshold & any_sample_below_deferral)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",5.017337948,2.9171918499999996,4.856293788,5,907e5feb-1135-453c-8d9a-c3a28147d896,2,True,False,N/A,N/A,False,0.0060840789999998535,0.0018471870000000834,N/A,N/A,0.006704000000000043,5,0.00010477300000033551,0.15039591499999982,0.14180258599999984,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf2 & min_hits_higher_threshold__Sf2)
45696d33-d6b5-43ad-94bd-db5609528013,"['!(all_samples_above_deferral & min_above_auditing_threshold)', '!(all_samples_above_deferral & min_hits_higher_threshold)', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",5.212210971999999,3.0989258640000004,5.02490087,5,4fe052f7-3454-465c-b515-eaa7d4da6344,2,True,False,N/A,N/A,False,0.005423379000000672,0.0014891700000001507,N/A,N/A,0.006102002999999634,5,0.00011961600000010009,0.17770993400000012,0.1679345889999997,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf3 & min_hits_higher_threshold__Sf3)
e5a847e1-160e-4dda-b246-d1992b5c8ae1,"['!(all_samples_above_deferral & min_hits_higher_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(any_sample_below_deferral & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",5.401273558,3.2673961850000004,5.220321202999999,5,3bc93d9c-5dae-4b1c-ada0-ae990fdcde4f,2,True,False,N/A,N/A,False,0.005743121000000073,0.0016897990000002139,N/A,N/A,0.006572581999999549,5,0.00012449599999975192,0.17049714199999944,0.16088666800000073,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf3 & min_hits_higher_threshold__Sf3)
bfce4a79-8b55-4f5e-ab27-afcbc9753661,"['!(all_samples_above_deferral & min_hits_higher_threshold)', '!(any_sample_below_deferral & min_hits_higher_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & min_above_auditing_threshold))']",5.642325207000001,3.267422641,5.410213808,5,3bc93d9c-5dae-4b1c-ada0-ae990fdcde4f,1,True,False,N/A,N/A,False,0.006465401999999898,0.0017102449999999436,N/A,N/A,0.02811725900000006,9,0.00010965999999967835,0.19828530099999941,0.15008032400000015,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf6 & min_hits_higher_threshold__Sf6)
1ca2b35c-b729-46e5-b035-ff68e30e210c,"['!(initial_score_above_deferral & min_hits_higher_threshold)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",5.842741222000001,3.4425801459999996,5.6603982980000005,6,d2a30ec4-53f0-4f8a-86be-52d537e771fe,1,True,False,N/A,N/A,False,0.00654220200000033,0.0016548790000001645,N/A,N/A,0.0082937059999999,9,8.725699999967418e-05,0.1704013410000007,0.16244754299999986,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf6 & min_hits_higher_threshold__Sf6)
da9ad88b-b7c0-4d50-8385-702ff9156282,"['!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(initial_score_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",6.018788334,3.4426060059999997,5.8500883770000005,6,d2a30ec4-53f0-4f8a-86be-52d537e771fe,2,True,False,N/A,N/A,False,0.005241051999999691,0.0015020770000004902,N/A,N/A,0.006575897999999469,5,0.00012128099999930697,0.1585177050000004,0.14924553800000062,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf0 & initial_score_above_deferral__Sf0)
216f9ee2-e8bf-4371-bca7-69e464be4913,"['!(min_hits_higher_threshold & any_sample_below_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",6.199212461,3.61424559,6.026572783000001,6,9382f8bd-a46f-4b93-95e6-493cb3dd38d0,2,True,False,N/A,N/A,False,0.0055571829999996325,0.0015507890000003854,N/A,N/A,0.0059827249999999665,5,0.00012552299999946115,0.16283507299999922,0.15348390100000042,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf2 & min_hits_higher_threshold__Sf2)
c670aa8b-d6cc-40e3-a67d-18c95a6f5e34,"['!(min_above_auditing_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",6.373465916999999,3.793857714,6.207429697,6,09a646e4-f988-44a8-8fc4-7fdb33cfc46d,2,True,False,N/A,N/A,False,0.005714860999999516,0.0017066169999999659,N/A,N/A,0.006684528000000078,5,0.00011410800000000165,0.15558440899999937,0.14632595399999992,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf2 & min_hits_higher_threshold__Sf2)
d374b885-ac1d-4269-9448-68d27dbbf276,"['!(min_above_auditing_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & any_sample_below_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & all_samples_above_deferral))']",6.547096395999999,3.7938886320000003,6.381863351,6,09a646e4-f988-44a8-8fc4-7fdb33cfc46d,1,True,False,N/A,N/A,False,0.005887553999999184,0.0018398749999999353,N/A,N/A,0.007790066000000095,9,7.734500000111666e-05,0.15362222599999953,0.1462392769999994,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf8 & min_hits_higher_threshold__Sf8)
c908e275-aef5-4f0c-8c7f-c1a2572a32f8,"['!(all_samples_above_deferral & min_above_auditing_threshold)', '!(min_hits_higher_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & all_samples_above_deferral))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))']",6.714352074999999,3.9718572149999996,6.554075053,6,ca6ab91d-ad2e-4d39-b864-bc72ba649ca3,2,True,False,N/A,N/A,False,0.004962493000000734,0.0014872870000015581,N/A,N/A,0.005788034000000053,5,0.00012075600000116538,0.1510183610000002,0.14140688700000048,True,N/A,N/A,N/A,1,0,(any_sample_below_deferral__Sf3 & min_hits_higher_threshold__Sf3)
7ff0ba93-8457-48a5-b436-379d8c331e87,"['!(min_hits_higher_threshold & all_samples_above_deferral)', '!(min_hits_higher_threshold & min_above_auditing_threshold)', 'G(!(all_samples_above_deferral & min_above_auditing_threshold))', 'G(!(all_samples_above_deferral & min_hits_higher_threshold))', 'G(!(min_above_auditing_threshold & min_hits_higher_threshold))', 'G(!(min_hits_higher_threshold & any_sample_below_deferral))']",6.884640560999999,4.139929471,6.723093233,6,779a5920-597c-4c20-acbe-892f2c81a798,2,True,False,N/A,N/A,False,0.006127205000000302,0.0017466099999996487,N/A,N/A,0.006303527000000031,5,9.288000000040597e-05,0.15115285999999983,0.1426722990000009,True,N/A,N/A,N/A,1,0,(initial_score_above_deferral__Sf3 & min_hits_higher_threshold__Sf3)
